ts,avail_mb,used_mb,ovms_ws_mb,python_ws_mb_total,cpu_pct
13:31:37,11945,20130,0,12941,4
13:31:42,11969,20107,0,12941,9
13:31:48,11973,20102,0,12941,7
13:31:53,11979,20096,0,12941,13
13:31:58,11895,20180,0,12943,40
13:32:04,11862,20213,0,12943,31
13:32:09,11833,20243,0,12944,9
13:32:14,11845,20230,0,12944,0
13:32:20,11876,20199,0,12944,0
13:32:26,11875,20200,0,12944,4
13:32:31,11839,20236,0,12944,7
13:32:36,11823,20252,0,12944,8
13:32:42,11845,20231,0,12944,5
13:32:47,11862,20214,0,12944,6
13:32:52,11862,20213,0,12944,8
13:32:58,11862,20213,0,12944,1
13:33:03,11894,20182,0,12944,6
13:33:08,11877,20198,0,12944,3
13:33:14,11876,20199,0,12944,2
13:33:19,11878,20197,0,12944,11
13:33:24,11858,20217,0,12944,4
13:33:30,11861,20214,0,12944,13
13:33:35,11864,20211,0,12944,4
13:33:40,11864,20211,0,12944,4
13:33:46,11877,20198,0,12944,12
13:33:51,11876,20199,0,12944,1
13:33:56,11883,20192,0,12944,6
13:34:01,11865,20210,0,12944,6
13:34:07,11882,20193,0,12944,2
13:34:12,11882,20193,0,12944,13
13:34:17,11883,20192,0,12944,4
13:34:23,11864,20211,0,12944,6
13:34:28,11863,20212,0,12944,8
13:34:33,11865,20211,0,12944,8
13:34:39,11866,20209,0,12944,3
13:34:44,11866,20209,0,12944,9
13:34:49,11886,20189,0,12944,5
13:34:55,11884,20191,0,12944,2
13:35:00,11884,20191,0,12944,8
13:35:05,11880,20195,0,12944,7
13:35:11,11881,20194,0,12944,5
13:35:16,11885,20190,0,12944,5
13:35:21,11841,20235,0,12944,5
13:35:27,11835,20240,0,12945,11
13:35:32,11853,20222,0,12945,4
13:35:37,11854,20222,0,12945,11
13:35:43,11866,20209,0,12945,9
13:35:48,11866,20209,0,12945,5
13:35:53,11867,20208,0,12945,11
13:35:59,11868,20207,0,12945,15
13:36:04,11866,20209,0,12945,8
13:36:09,11860,20215,0,12945,0
13:36:15,11855,20220,0,12945,10
13:36:20,11856,20220,0,12945,2
13:36:25,11856,20219,0,12945,5
13:36:31,11856,20219,0,12945,5
13:36:36,11861,20215,0,12945,6
13:36:41,11871,20204,0,12945,4
13:36:47,11875,20201,0,12945,5
13:36:52,11875,20200,0,12945,5
13:36:57,11875,20201,0,12945,5
13:37:03,11874,20201,0,12945,5
13:37:08,11874,20202,0,12945,9
13:37:13,11876,20199,0,12945,7
13:37:18,11871,20204,0,12945,16
13:37:24,11874,20201,0,12945,6
13:37:29,11876,20200,0,12945,5
13:37:34,11878,20197,0,12945,2
13:37:40,11878,20197,0,12945,10
13:37:45,11878,20197,0,12945,12
13:37:50,11879,20197,0,12945,3
13:37:56,11874,20201,0,12945,12
13:38:01,11788,20287,0,12945,21
13:38:06,11714,20361,0,12945,20
13:38:12,11920,20156,0,12945,9
13:38:17,11950,20125,0,12945,4
13:38:22,10919,21156,0,14002,14
13:38:28,11974,20101,0,12945,3
13:38:33,12016,20059,0,12945,12
13:38:38,12028,20047,0,12945,4
13:38:44,12039,20036,0,12945,3
13:38:49,12048,20027,0,12945,5
13:38:54,12070,20005,0,12945,5
13:39:00,12073,20002,0,12945,9
13:39:05,12075,20000,0,12945,5
13:39:10,12076,19999,0,12945,2
13:39:16,12077,19998,0,12945,4
13:39:21,12081,19994,0,12945,1
13:39:26,12080,19995,0,12945,11
13:39:32,12068,20007,0,12945,9
13:39:37,12071,20004,0,12945,5
13:39:42,12070,20005,0,12945,15
13:39:48,12074,20001,0,12945,5
13:39:53,12089,19986,0,12945,2
13:39:58,12091,19985,0,12945,9
13:40:03,12074,20001,0,12945,6
13:40:09,12076,20000,0,12945,8
13:40:14,12076,19999,0,12945,5
13:40:19,12078,19997,0,12945,10
13:40:25,12082,19993,0,12945,11
13:40:30,12076,19999,0,12945,4
13:40:35,12072,20003,0,12945,19
13:40:41,12067,20008,0,12945,8
13:40:46,12065,20010,0,12945,7
13:40:51,12085,19990,0,12945,18
13:40:57,12080,19996,0,12945,14
13:41:02,12081,19995,0,12945,5
13:41:07,12081,19994,0,12945,10
13:41:13,12080,19995,0,12945,6
13:41:18,12083,19993,0,12945,11
13:41:23,12083,19992,0,12945,5
13:41:29,12084,19991,0,12945,9
13:41:34,12274,19801,0,12945,9
13:41:39,12276,19799,0,12945,9
13:41:45,12276,19799,0,12945,10
13:41:50,12276,19799,0,12945,13
13:41:55,12277,19798,0,12945,7
13:42:01,12267,19808,0,12945,4
13:42:06,12270,19805,0,12945,7
13:42:11,12258,19817,0,12945,10
13:42:17,12259,19816,0,12945,10
13:42:22,12264,19812,0,12945,14
13:42:27,12263,19812,0,12945,10
13:42:33,12265,19810,0,12945,10
13:42:38,12264,19811,0,12945,7
13:42:43,12265,19810,0,12945,5
13:42:49,12265,19810,0,12945,13
13:42:54,12263,19812,0,12945,11
13:42:59,12273,19803,0,12945,1
13:43:05,12273,19802,0,12945,1
13:43:10,12272,19803,0,12945,5
13:43:15,12275,19800,0,12945,10
13:43:21,12274,19802,0,12945,14
13:43:26,12256,19819,0,12945,6
13:43:31,12265,19810,0,12945,2
13:43:37,12256,19819,0,12945,3
13:43:42,12257,19818,0,12945,8
13:43:47,12258,19818,0,12945,4
13:43:53,12253,19822,0,12945,7
13:43:58,12248,19827,0,12945,6
13:44:03,12249,19827,0,12945,7
13:44:09,12268,19807,0,12945,13
13:44:14,12213,19862,0,12945,43
13:44:19,11564,20511,0,12945,31
13:44:24,12119,19956,0,12945,22
13:44:30,12230,19845,0,12945,3
13:44:35,12273,19802,0,12945,15
13:44:40,12266,19809,0,12945,2
13:44:46,12269,19806,0,12945,9
13:44:51,12268,19807,0,12945,12
13:44:56,12259,19816,0,12945,9
13:45:02,12143,19932,0,12945,34
13:45:07,12248,19827,0,12945,6
13:45:12,12252,19823,0,12945,21
13:45:18,12265,19810,0,12945,2
13:45:23,12269,19806,0,12945,4
13:45:28,11456,20620,0,12945,56
13:45:34,11334,20742,0,12945,30
13:45:39,11818,20257,0,12945,30
13:45:44,12061,20015,0,12945,9
13:45:50,12061,20014,0,12945,7
13:45:55,12058,20017,0,12945,6
13:46:00,12058,20017,0,12945,0
13:46:06,12071,20004,0,12945,6
13:46:11,12051,20024,0,12945,11
13:46:16,12062,20013,0,12945,0
13:46:22,12064,20011,0,12945,13
13:46:27,12060,20015,0,12945,4
13:46:32,12092,19983,0,12945,7
13:46:38,12094,19981,0,12945,4
13:46:43,12095,19981,0,12945,6
13:46:48,12094,19981,0,12945,5
13:46:54,12088,19987,0,12945,17
13:46:59,12092,19983,0,12945,6
13:47:04,12094,19981,0,12945,5
13:47:10,12100,19976,0,12945,7
13:47:15,12099,19976,0,12945,6
13:47:20,12102,19974,0,12945,16
13:47:26,12101,19974,0,12945,13
13:47:31,12095,19980,0,12945,7
13:47:36,12109,19967,0,12945,10
13:47:41,12082,19994,0,12945,13
13:47:47,12136,19940,0,12945,7
13:47:52,12143,19932,0,12945,11
13:47:57,12133,19943,0,12945,4
13:48:03,12140,19935,0,12945,18
13:48:08,12138,19937,0,12945,4
13:48:13,12129,19947,0,12945,8
13:48:19,12126,19949,0,12945,8
13:48:24,12127,19949,0,12945,4
13:48:30,12200,19876,0,12945,25
13:48:35,12471,19604,0,12852,11
13:48:41,25925,6150,0,53,22
13:48:46,25921,6154,0,53,14
13:48:51,25903,6172,0,53,16
13:48:57,25913,6162,0,53,2
13:49:02,25909,6166,0,53,17
13:49:07,25930,6145,0,53,2
13:49:12,25931,6145,0,53,8
13:49:18,25927,6149,0,53,7
13:49:23,25941,6134,0,53,10
13:49:28,25939,6136,0,53,6
13:49:34,25940,6135,0,53,12
13:49:39,25960,6115,0,53,13
13:49:44,25960,6116,0,53,5
13:49:50,25908,6167,0,53,20
13:49:55,25941,6134,0,53,5
13:50:00,25939,6136,0,53,7
13:50:06,25932,6143,0,53,3
13:50:11,25933,6142,0,53,3
13:50:16,25927,6148,0,53,3
13:50:22,25927,6148,0,53,11
13:50:27,25925,6151,0,53,5
13:50:32,25940,6135,0,53,6
13:50:38,25945,6130,0,53,2
13:50:43,25957,6118,0,53,4
13:50:48,25957,6118,0,53,7
13:50:54,25933,6142,0,53,12
13:50:59,25801,6275,0,53,34
13:51:04,25418,6657,0,53,26
13:51:10,25357,6718,0,53,15
13:51:15,25425,6650,0,53,27
13:51:20,25501,6574,0,53,11
13:51:26,25664,6412,0,53,4
13:51:31,25663,6412,0,53,2
13:51:36,25679,6396,0,53,3
13:51:41,25692,6384,0,53,12
13:51:47,25680,6395,0,53,16
13:51:52,25688,6387,0,53,4
13:51:57,25693,6382,0,53,9
13:52:03,25703,6372,0,53,3
13:52:08,25705,6371,0,53,0
13:52:13,25711,6364,0,53,7
13:52:19,25610,6465,0,53,27
13:52:24,25717,6358,0,53,7
13:52:29,25717,6359,0,53,8
13:52:35,25717,6358,0,53,5
13:52:40,25714,6361,0,53,8
13:52:45,25734,6341,0,53,11
13:52:50,25743,6333,0,53,40
13:52:56,25727,6349,0,53,0
13:53:01,25730,6345,0,53,14
13:53:06,25729,6346,0,53,8
13:53:12,25725,6351,0,53,13
13:53:17,25733,6342,0,53,3
13:53:22,25738,6337,0,53,2
13:53:28,25737,6338,0,53,8
13:53:33,25729,6346,0,53,25
13:53:38,25625,6450,0,53,31
13:53:44,25584,6491,0,53,28
13:53:49,25416,6659,0,53,19
13:53:54,25571,6504,0,53,21
13:54:00,25403,6672,0,53,18
13:54:05,25428,6648,0,53,27
13:54:10,25372,6703,0,53,13
13:54:16,25678,6397,0,53,3
13:54:21,25705,6371,0,53,7
13:54:26,25728,6347,0,53,0
13:54:31,25734,6341,0,53,19
13:54:37,25582,6494,0,83,23
13:54:42,25533,6542,0,53,26
13:54:48,25509,6566,0,53,29
13:54:53,25547,6528,0,53,17
13:54:58,25645,6430,0,53,9
13:55:03,25768,6307,0,53,8
13:55:09,25765,6310,0,53,11
13:55:14,25791,6284,0,53,18
13:55:19,25786,6290,0,53,6
13:55:25,25781,6295,0,53,1
13:55:30,25806,6269,0,53,13
13:55:35,25810,6265,0,53,3
13:55:41,25808,6267,0,53,10
13:55:46,25815,6260,0,53,12
13:55:51,25815,6261,0,53,6
13:55:57,25852,6223,0,53,8
13:56:02,25845,6230,0,53,6
13:56:07,25866,6209,0,53,5
13:56:13,25849,6226,0,53,1
13:56:18,25850,6225,0,53,12
13:56:23,25881,6195,0,53,11
13:56:29,25885,6190,0,53,8
13:56:34,25887,6188,0,53,1
13:56:39,25887,6188,0,53,3
13:56:45,25888,6187,0,53,11
13:56:50,25890,6185,0,53,4
